label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Effacé,1568,196,213,158,WIN_20221204_17_39_24_Pro.jpg,1920,1080
Oréo,1439,200,401,371,WIN_20221204_17_39_24_Pro.jpg,1920,1080
Effacé,901,470,164,188,WIN_20221204_17_39_27_Pro.jpg,1920,1080
Décalé,1140,475,104,285,WIN_20221204_17_39_27_Pro.jpg,1920,1080
Oréo,892,442,348,348,WIN_20221204_17_39_27_Pro.jpg,1920,1080
Effacé,669,532,170,205,WIN_20221204_17_39_33_Pro.jpg,1920,1080
Oréo,504,431,338,332,WIN_20221204_17_39_33_Pro.jpg,1920,1080
Effacé,759,294,211,196,WIN_20221204_17_39_38_Pro.jpg,1920,1080
Décalé,894,303,158,295,WIN_20221204_17_39_38_Pro.jpg,1920,1080
Oréo,700,251,334,342,WIN_20221204_17_39_38_Pro.jpg,1920,1080
Effacé,512,362,211,143,WIN_20221204_17_39_43_Pro.jpg,1920,1080
Décalé,448,501,262,104,WIN_20221204_17_39_43_Pro.jpg,1920,1080
Oréo,430,255,344,334,WIN_20221204_17_39_43_Pro.jpg,1920,1080
Effacé,1330,440,227,186,WIN_20221204_17_39_48_Pro.jpg,1920,1080
Décalé,1545,526,84,192,WIN_20221204_17_39_48_Pro.jpg,1920,1080
Oréo,1240,391,379,346,WIN_20221204_17_39_48_Pro.jpg,1920,1080
Effacé,1304,552,102,106,WIN_20221204_17_39_54_Pro.jpg,1920,1080
Effacé,1439,444,94,84,WIN_20221204_17_39_54_Pro.jpg,1920,1080
Fissure,1308,354,209,285,WIN_20221204_17_39_54_Pro.jpg,1920,1080
Oréo,1206,329,375,344,WIN_20221204_17_39_54_Pro.jpg,1920,1080
Effacé,542,587,72,102,WIN_20221204_17_39_57_Pro.jpg,1920,1080
Effacé,669,673,98,78,WIN_20221204_17_39_57_Pro.jpg,1920,1080
Fissure,592,532,221,258,WIN_20221204_17_39_57_Pro.jpg,1920,1080
Oréo,526,477,346,338,WIN_20221204_17_39_57_Pro.jpg,1920,1080
Fissure,843,61,33,319,WIN_20221204_17_40_05_Pro.jpg,1920,1080
Effacé,870,221,82,61,WIN_20221204_17_40_05_Pro.jpg,1920,1080
Effacé,706,225,86,106,WIN_20221204_17_40_05_Pro.jpg,1920,1080
Oréo,684,51,338,340,WIN_20221204_17_40_05_Pro.jpg,1920,1080
Effacé,837,606,45,76,WIN_20221204_17_40_08_Pro.jpg,1920,1080
Effacé,940,538,92,108,WIN_20221204_17_40_08_Pro.jpg,1920,1080
Effacé,1044,464,55,61,WIN_20221204_17_40_08_Pro.jpg,1920,1080
Effacé,1079,575,59,104,WIN_20221204_17_40_08_Pro.jpg,1920,1080
Effacé,1015,691,72,68,WIN_20221204_17_40_08_Pro.jpg,1920,1080
Fissure,823,556,168,219,WIN_20221204_17_40_08_Pro.jpg,1920,1080
Oréo,823,434,338,344,WIN_20221204_17_40_08_Pro.jpg,1920,1080
Effacé,688,507,59,72,WIN_20221204_17_40_11_Pro.jpg,1920,1080
Effacé,761,421,102,80,WIN_20221204_17_40_11_Pro.jpg,1920,1080
Effacé,907,386,61,78,WIN_20221204_17_40_11_Pro.jpg,1920,1080
Effacé,821,305,70,25,WIN_20221204_17_40_11_Pro.jpg,1920,1080
Effacé,890,495,80,88,WIN_20221204_17_40_11_Pro.jpg,1920,1080
Fissure,669,456,225,156,WIN_20221204_17_40_11_Pro.jpg,1920,1080
Oréo,663,290,328,330,WIN_20221204_17_40_11_Pro.jpg,1920,1080
Effacé,1226,210,51,86,WIN_20221204_17_40_15_Pro.jpg,1920,1080
Effacé,1320,153,117,106,WIN_20221204_17_40_15_Pro.jpg,1920,1080
Effacé,1459,69,65,72,WIN_20221204_17_40_15_Pro.jpg,1920,1080
Effacé,1488,196,65,94,WIN_20221204_17_40_15_Pro.jpg,1920,1080
Effacé,1414,307,84,74,WIN_20221204_17_40_15_Pro.jpg,1920,1080
Fissure,1232,167,160,233,WIN_20221204_17_40_15_Pro.jpg,1920,1080
Oréo,1214,49,364,352,WIN_20221204_17_40_15_Pro.jpg,1920,1080
Oréo,1445,235,411,356,WIN_20221204_17_40_21_Pro.jpg,1920,1080
Oréo,678,73,330,342,WIN_20221204_17_40_23_Pro.jpg,1920,1080
Oréo,968,501,344,348,WIN_20221204_17_40_26_Pro.jpg,1920,1080
Oréo,608,575,348,346,WIN_20221204_17_40_29_Pro.jpg,1920,1080
Oréo,291,354,362,332,WIN_20221204_17_40_32_Pro.jpg,1920,1080
Oréo,1148,202,362,348,WIN_20221204_17_40_35_Pro.jpg,1920,1080
Oréo,1247,268,373,352,WIN_20221204_17_40_39_Pro.jpg,1920,1080
Oréo,594,405,346,328,WIN_20221204_17_40_42_Pro.jpg,1920,1080
Oréo,215,196,348,334,WIN_20221204_17_40_48_Pro.jpg,1920,1080
Oréo,1202,387,373,350,WIN_20221204_17_40_52_Pro.jpg,1920,1080
Oréo,741,137,336,340,WIN_20221204_17_40_54_Pro.jpg,1920,1080
Oréo,675,558,336,342,WIN_20221204_17_40_57_Pro.jpg,1920,1080
Fissure,1220,718,219,190,WIN_20221204_17_41_03_Pro.jpg,1920,1080
Oréo,1216,546,373,354,WIN_20221204_17_41_03_Pro.jpg,1920,1080
Fissure,841,194,205,192,WIN_20221204_17_41_06_Pro.jpg,1920,1080
Oréo,735,45,334,340,WIN_20221204_17_41_06_Pro.jpg,1920,1080
Fissure,1500,157,164,248,WIN_20221204_17_41_10_Pro.jpg,1920,1080
Oréo,1455,108,393,356,WIN_20221204_17_41_10_Pro.jpg,1920,1080
Fissure,1068,603,162,88,WIN_20221204_17_41_13_Pro.jpg,1920,1080
Fissure,1058,775,256,106,WIN_20221204_17_41_13_Pro.jpg,1920,1080
Oréo,1028,556,344,342,WIN_20221204_17_41_13_Pro.jpg,1920,1080
Fissure,591,483,68,160,WIN_20221204_17_41_17_Pro.jpg,1920,1080
Fissure,434,550,86,229,WIN_20221204_17_41_17_Pro.jpg,1920,1080
Oréo,415,477,348,325,WIN_20221204_17_41_17_Pro.jpg,1920,1080
Fissure,467,215,166,66,WIN_20221204_17_41_21_Pro.jpg,1920,1080
Fissure,481,382,258,68,WIN_20221204_17_41_21_Pro.jpg,1920,1080
Oréo,450,155,344,334,WIN_20221204_17_41_21_Pro.jpg,1920,1080
Fissure,761,165,235,240,WIN_20221204_17_41_29_Pro.jpg,1920,1080
Oréo,737,94,328,340,WIN_20221204_17_41_29_Pro.jpg,1920,1080
Fissure,1101,268,287,239,WIN_20221204_17_41_32_Pro.jpg,1920,1080
Oréo,1097,243,354,344,WIN_20221204_17_41_32_Pro.jpg,1920,1080
Fissure,563,579,332,111,WIN_20221204_17_41_35_Pro.jpg,1920,1080
Oréo,563,520,340,336,WIN_20221204_17_41_35_Pro.jpg,1920,1080
Fissure,937,442,295,184,WIN_20221204_17_41_38_Pro.jpg,1920,1080
Oréo,927,350,332,332,WIN_20221204_17_41_38_Pro.jpg,1920,1080
Fissure,370,71,123,311,WIN_20221204_17_41_40_Pro.jpg,1920,1080
Oréo,280,49,344,342,WIN_20221204_17_41_40_Pro.jpg,1920,1080
Fissure,1159,632,358,113,WIN_20221204_17_41_44_Pro.jpg,1920,1080
Oréo,1152,511,360,350,WIN_20221204_17_41_44_Pro.jpg,1920,1080
Fissure,1320,532,282,262,WIN_20221204_17_41_48_Pro.jpg,1920,1080
Oréo,1257,462,377,352,WIN_20221204_17_41_48_Pro.jpg,1920,1080
Fissure,475,346,340,133,WIN_20221204_17_41_51_Pro.jpg,1920,1080
Oréo,471,264,346,327,WIN_20221204_17_41_51_Pro.jpg,1920,1080
Fissure,1275,131,266,293,WIN_20221204_17_41_56_Pro.jpg,1920,1080
Oréo,1212,81,370,356,WIN_20221204_17_41_56_Pro.jpg,1920,1080
Fissure,982,505,111,336,WIN_20221204_17_42_00_Pro.jpg,1920,1080
Oréo,892,507,338,338,WIN_20221204_17_42_00_Pro.jpg,1920,1080
Fissure,569,274,266,233,WIN_20221204_17_42_04_Pro.jpg,1920,1080
Oréo,528,217,336,332,WIN_20221204_17_42_04_Pro.jpg,1920,1080
Fissure,1418,163,334,203,WIN_20221204_17_42_06_Pro.jpg,1920,1080
Oréo,1386,81,391,356,WIN_20221204_17_42_06_Pro.jpg,1920,1080
Fissure,1245,646,262,68,WIN_20221204_17_42_11_Pro.jpg,1920,1080
Oréo,1238,522,371,360,WIN_20221204_17_42_11_Pro.jpg,1920,1080
Fissure,577,315,170,180,WIN_20221204_17_42_16_Pro.jpg,1920,1080
Oréo,506,290,340,330,WIN_20221204_17_42_16_Pro.jpg,1920,1080
Fissure,1300,178,254,121,WIN_20221204_17_42_19_Pro.jpg,1920,1080
Oréo,1292,73,381,358,WIN_20221204_17_42_19_Pro.jpg,1920,1080
Fissure,1328,528,57,203,WIN_20221204_17_42_22_Pro.jpg,1920,1080
Oréo,1269,423,381,356,WIN_20221204_17_42_22_Pro.jpg,1920,1080
Fissure,553,550,162,133,WIN_20221204_17_42_27_Pro.jpg,1920,1080
Oréo,553,503,346,330,WIN_20221204_17_42_27_Pro.jpg,1920,1080
Fissure,913,94,160,139,WIN_20221204_17_42_29_Pro.jpg,1920,1080
Oréo,794,94,340,344,WIN_20221204_17_42_29_Pro.jpg,1920,1080
Fissure,1216,325,258,133,WIN_20221204_17_42_35_Pro.jpg,1920,1080
Oréo,1187,319,368,340,WIN_20221204_17_42_35_Pro.jpg,1920,1080
Fissure,659,405,90,229,WIN_20221204_17_42_37_Pro.jpg,1920,1080
Oréo,626,352,328,332,WIN_20221204_17_42_37_Pro.jpg,1920,1080
Fissure,1028,14,227,149,WIN_20221204_17_42_41_Pro.jpg,1920,1080
Oréo,1021,16,344,338,WIN_20221204_17_42_41_Pro.jpg,1920,1080
Fissure,1062,534,334,154,WIN_20221204_17_42_44_Pro.jpg,1920,1080
Oréo,1044,427,342,336,WIN_20221204_17_42_44_Pro.jpg,1920,1080
Fissure,549,200,145,311,WIN_20221204_17_42_46_Pro.jpg,1920,1080
Oréo,479,180,344,336,WIN_20221204_17_42_46_Pro.jpg,1920,1080
Fissure,1552,127,246,282,WIN_20221204_17_42_49_Pro.jpg,1920,1080
Oréo,1480,98,393,360,WIN_20221204_17_42_49_Pro.jpg,1920,1080
Oréo,1113,536,360,352,WIN_20221204_17_42_54_Pro.jpg,1920,1080
Oréo,694,421,334,332,WIN_20221204_17_42_57_Pro.jpg,1920,1080
Oréo,931,57,352,352,WIN_20221204_17_43_01_Pro.jpg,1920,1080
Oréo,1466,141,405,356,WIN_20221204_17_43_04_Pro.jpg,1920,1080
Oréo,831,493,332,332,WIN_20221204_17_43_06_Pro.jpg,1920,1080
Oréo,291,311,344,328,WIN_20221204_17_43_11_Pro.jpg,1920,1080
Effacé,1586,477,113,151,WIN_20221204_17_43_18_Pro.jpg,1920,1080
Oréo,1312,380,399,356,WIN_20221204_17_43_18_Pro.jpg,1920,1080
Effacé,804,503,111,133,WIN_20221204_17_43_20_Pro.jpg,1920,1080
Oréo,596,346,344,336,WIN_20221204_17_43_20_Pro.jpg,1920,1080
Effacé,1060,112,106,108,WIN_20221204_17_43_23_Pro.jpg,1920,1080
Oréo,856,86,344,344,WIN_20221204_17_43_23_Pro.jpg,1920,1080
Effacé,1177,479,106,106,WIN_20221204_17_43_26_Pro.jpg,1920,1080
Effacé,987,614,100,117,WIN_20221204_17_43_26_Pro.jpg,1920,1080
Effacé,1077,468,59,39,WIN_20221204_17_43_26_Pro.jpg,1920,1080
Oréo,982,458,338,344,WIN_20221204_17_43_26_Pro.jpg,1920,1080
Effacé,747,317,66,102,WIN_20221204_17_43_28_Pro.jpg,1920,1080
Effacé,508,210,135,121,WIN_20221204_17_43_28_Pro.jpg,1920,1080
Oréo,495,184,348,332,WIN_20221204_17_43_28_Pro.jpg,1920,1080
Effacé,1556,104,125,86,WIN_20221204_17_43_31_Pro.jpg,1920,1080
Effacé,1549,372,133,66,WIN_20221204_17_43_31_Pro.jpg,1920,1080
Oréo,1371,100,385,348,WIN_20221204_17_43_31_Pro.jpg,1920,1080
Effacé,1263,474,147,96,WIN_20221204_17_43_34_Pro.jpg,1920,1080
Oréo,1202,464,375,350,WIN_20221204_17_43_34_Pro.jpg,1920,1080
Effacé,802,235,141,111,WIN_20221204_17_43_36_Pro.jpg,1920,1080
Oréo,663,233,336,330,WIN_20221204_17_43_36_Pro.jpg,1920,1080
Effacé,935,116,125,145,WIN_20221204_17_43_38_Pro.jpg,1920,1080
Oréo,929,86,340,338,WIN_20221204_17_43_38_Pro.jpg,1920,1080
Oréo,1261,360,381,352,WIN_20221204_17_43_43_Pro.jpg,1920,1080
Oréo,403,423,354,330,WIN_20221204_17_43_48_Pro.jpg,1920,1080
Oréo,1054,188,358,342,WIN_20221204_17_43_54_Pro.jpg,1920,1080
Oréo,1353,337,397,362,WIN_20221204_17_43_59_Pro.jpg,1920,1080
Oréo,618,491,334,338,WIN_20221204_17_44_01_Pro.jpg,1920,1080
Oréo,460,243,344,338,WIN_20221204_17_44_04_Pro.jpg,1920,1080
Mangé,1425,233,84,264,WIN_20221204_17_44_11_Pro.jpg,1920,1080
Oréo,1159,174,344,344,WIN_20221204_17_44_11_Pro.jpg,1920,1080
Mangé,610,532,231,88,WIN_20221204_17_44_14_Pro.jpg,1920,1080
Oréo,551,292,344,303,WIN_20221204_17_44_14_Pro.jpg,1920,1080
Mangé,1034,8,221,127,WIN_20221204_17_44_17_Pro.jpg,1920,1080
Oréo,1040,8,350,352,WIN_20221204_17_44_17_Pro.jpg,1920,1080
Mangé,1332,675,211,149,WIN_20221204_17_44_19_Pro.jpg,1920,1080
Oréo,1165,460,375,344,WIN_20221204_17_44_19_Pro.jpg,1920,1080
Mangé,669,732,180,166,WIN_20221204_17_44_22_Pro.jpg,1920,1080
Oréo,682,544,342,348,WIN_20221204_17_44_22_Pro.jpg,1920,1080
Mangé,395,464,72,239,WIN_20221204_17_44_24_Pro.jpg,1920,1080
Oréo,393,431,340,330,WIN_20221204_17_44_24_Pro.jpg,1920,1080
Fissure,1439,368,334,209,WIN_20221204_17_44_30_Pro.jpg,1920,1080
Oréo,1410,282,370,352,WIN_20221204_17_44_30_Pro.jpg,1920,1080
Fissure,804,425,88,328,WIN_20221204_17_44_32_Pro.jpg,1920,1080
Oréo,665,425,338,330,WIN_20221204_17_44_32_Pro.jpg,1920,1080
Fissure,952,112,344,117,WIN_20221204_17_44_36_Pro.jpg,1920,1080
Oréo,956,22,342,342,WIN_20221204_17_44_36_Pro.jpg,1920,1080
Fissure,1378,479,158,327,WIN_20221204_17_44_39_Pro.jpg,1920,1080
Oréo,1224,481,370,360,WIN_20221204_17_44_39_Pro.jpg,1920,1080
Fissure,774,503,309,141,WIN_20221204_17_44_41_Pro.jpg,1920,1080
Oréo,751,366,325,328,WIN_20221204_17_44_41_Pro.jpg,1920,1080
Fissure,1461,59,178,311,WIN_20221204_17_44_44_Pro.jpg,1920,1080
Oréo,1306,71,373,348,WIN_20221204_17_44_44_Pro.jpg,1920,1080
Mangé,1562,305,119,211,WIN_20221204_17_44_48_Pro.jpg,1920,1080
Oréo,1308,296,371,342,WIN_20221204_17_44_48_Pro.jpg,1920,1080
Mangé,845,575,188,100,WIN_20221204_17_44_50_Pro.jpg,1920,1080
Oréo,778,346,332,295,WIN_20221204_17_44_50_Pro.jpg,1920,1080
Mangé,995,104,131,188,WIN_20221204_17_44_53_Pro.jpg,1920,1080
Oréo,1001,86,338,344,WIN_20221204_17_44_53_Pro.jpg,1920,1080
Oréo,1124,161,370,342,WIN_20221204_17_44_57_Pro.jpg,1920,1080
Oréo,456,262,356,340,WIN_20221204_17_45_04_Pro.jpg,1920,1080
Oréo,1230,170,368,366,WIN_20221204_17_45_07_Pro.jpg,1920,1080
Oréo,1410,176,407,366,WIN_20221204_17_45_12_Pro.jpg,1920,1080
Oréo,808,335,338,350,WIN_20221204_17_45_14_Pro.jpg,1920,1080
Oréo,725,20,344,354,WIN_20221204_17_45_17_Pro.jpg,1920,1080
Oréo,1204,276,366,352,WIN_20221204_17_45_25_Pro.jpg,1920,1080
Oréo,526,268,350,328,WIN_20221204_17_45_27_Pro.jpg,1920,1080
Oréo,1027,231,352,342,WIN_20221204_17_45_30_Pro.jpg,1920,1080
Oréo,1224,223,389,364,WIN_20221204_17_45_56_Pro.jpg,1920,1080
Décalé,1232,282,207,297,WIN_20221204_17_45_56_Pro.jpg,1920,1080
Décalé,708,456,162,154,WIN_20221204_17_45_58_Pro.jpg,1920,1080
Oréo,712,456,336,346,WIN_20221204_17_45_58_Pro.jpg,1920,1080
Oréo,1126,49,362,354,WIN_20221204_17_46_06_Pro.jpg,1920,1080
Oréo,1011,149,350,350,WIN_20221204_17_46_10_Pro.jpg,1920,1080
Décalé,1089,151,188,29,WIN_20221204_17_46_10_Pro.jpg,1920,1080
Décalé,1048,421,274,108,WIN_20221204_17_46_13_Pro.jpg,1920,1080
Oréo,1019,165,350,346,WIN_20221204_17_46_13_Pro.jpg,1920,1080
Oréo,452,477,348,348,WIN_20221204_17_46_20_Pro.jpg,1920,1080
