label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Oréo,553,215,340,332,WIN_20221204_18_02_58_Pro.jpg,1920,1080
Fissure,1517,413,151,141,WIN_20221204_18_03_01_Pro.jpg,1920,1080
Oréo,1279,215,401,356,WIN_20221204_18_03_01_Pro.jpg,1920,1080
Fissure,1345,386,133,125,WIN_20221204_18_03_03_Pro.jpg,1920,1080
Oréo,1120,387,371,346,WIN_20221204_18_03_03_Pro.jpg,1920,1080
Fissure,690,325,74,188,WIN_20221204_18_03_06_Pro.jpg,1920,1080
Oréo,424,229,344,334,WIN_20221204_18_03_06_Pro.jpg,1920,1080
Fissure,1517,163,104,135,WIN_20221204_18_03_09_Pro.jpg,1920,1080
Oréo,1234,122,379,354,WIN_20221204_18_03_09_Pro.jpg,1920,1080
Fissure,1017,397,299,201,WIN_20221204_18_03_13_Pro.jpg,1920,1080
Oréo,982,319,346,338,WIN_20221204_18_03_13_Pro.jpg,1920,1080
Fissure,1713,86,76,354,WIN_20221204_18_03_15_Pro.jpg,1920,1080
Oréo,1490,82,395,368,WIN_20221204_18_03_15_Pro.jpg,1920,1080
Fissure,551,413,291,207,WIN_20221204_18_03_18_Pro.jpg,1920,1080
Oréo,526,333,344,332,WIN_20221204_18_03_18_Pro.jpg,1920,1080
Fissure,1152,413,151,252,WIN_20221204_18_03_21_Pro.jpg,1920,1080
Oréo,980,409,342,340,WIN_20221204_18_03_21_Pro.jpg,1920,1080
Fissure,1371,317,254,203,WIN_20221204_18_03_23_Pro.jpg,1920,1080
Oréo,1238,184,383,348,WIN_20221204_18_03_23_Pro.jpg,1920,1080
Fissure,506,517,190,233,WIN_20221204_18_03_26_Pro.jpg,1920,1080
Oréo,501,427,340,325,WIN_20221204_18_03_26_Pro.jpg,1920,1080
Fissure,1504,303,240,180,WIN_20221204_18_03_31_Pro.jpg,1920,1080
Oréo,1351,301,389,352,WIN_20221204_18_03_31_Pro.jpg,1920,1080
Fissure,952,562,108,252,WIN_20221204_18_03_34_Pro.jpg,1920,1080
Oréo,747,487,325,334,WIN_20221204_18_03_34_Pro.jpg,1920,1080
Fissure,461,448,274,82,WIN_20221204_18_03_36_Pro.jpg,1920,1080
Oréo,446,237,340,327,WIN_20221204_18_03_36_Pro.jpg,1920,1080
Fissure,907,170,151,327,WIN_20221204_18_03_39_Pro.jpg,1920,1080
Oréo,817,169,330,332,WIN_20221204_18_03_39_Pro.jpg,1920,1080
Fissure,1294,544,342,199,WIN_20221204_18_03_42_Pro.jpg,1920,1080
Oréo,1283,468,373,352,WIN_20221204_18_03_42_Pro.jpg,1920,1080
Fissure,551,544,239,280,WIN_20221204_18_03_44_Pro.jpg,1920,1080
Oréo,499,542,344,328,WIN_20221204_18_03_44_Pro.jpg,1920,1080
Fissure,1298,368,244,213,WIN_20221204_18_03_50_Pro.jpg,1920,1080
Fissure,1572,403,55,45,WIN_20221204_18_03_50_Pro.jpg,1920,1080
Oréo,1289,358,381,358,WIN_20221204_18_03_50_Pro.jpg,1920,1080
Fissure,753,374,237,182,WIN_20221204_18_03_53_Pro.jpg,1920,1080
Fissure,931,599,25,31,WIN_20221204_18_03_53_Pro.jpg,1920,1080
Oréo,659,368,334,334,WIN_20221204_18_03_53_Pro.jpg,1920,1080
Fissure,892,92,162,240,WIN_20221204_18_03_56_Pro.jpg,1920,1080
Fissure,1077,96,51,37,WIN_20221204_18_03_56_Pro.jpg,1920,1080
Oréo,882,82,338,356,WIN_20221204_18_03_56_Pro.jpg,1920,1080
Fissure,1126,425,203,72,WIN_20221204_18_03_58_Pro.jpg,1920,1080
Oréo,1093,415,354,342,WIN_20221204_18_03_58_Pro.jpg,1920,1080
Fissure,663,305,137,153,WIN_20221204_18_04_01_Pro.jpg,1920,1080
Oréo,471,294,354,336,WIN_20221204_18_04_01_Pro.jpg,1920,1080
Fissure,1175,280,100,176,WIN_20221204_18_04_03_Pro.jpg,1920,1080
Oréo,1171,249,360,340,WIN_20221204_18_04_03_Pro.jpg,1920,1080
